0, 0, -1, 0.62
0, 0, -0.98, 0.52
-0.01, -0.23, -0.94, 1.59
-0.02, -0.36, -0.9, 1.98
-0.03, -0.61, -0.79, 3.55
-0.06, -0.9, -0.62, 6.36
-0.08, -0.97, -0.37, 8.9
-0.1, -0.72, -0.15, 8.86
-0.1, -0.2, -0.05, 5.14
-0.09, 0.22, -0.02, 2.07
-0.08, 0.42, -0.03, 0.44
-0.07, 0.47, -0.03, 0.07
-0.06, 0.46, -0.03, -0.09
-0.05, 0.47, -0.03, -0.1
-0.04, 0.46, -0.03, 0.02
-0.02, 0.46, -0.03, -0.06
-0.01, 0.45, -0.04, -0.06
0, 0.44, -0.04, -0.08
0.01, 0.42, -0.04, -0.02
0.02, 0.42, -0.04, -0.01
0.03, 0.4, -0.04, -0.04
0.04, 0.38, -0.04, -0.01
0.05, 0.38, -0.04, 0
0.06, 0.37, -0.04, 0
0.06, 0.37, -0.05, -0.12
0.07, 0.36, -0.05, -0.03
0.08, 0.35, -0.05, -0.1
0.09, 0.33, -0.05, -0.03
0.1, 0.32, -0.05, -0.01
0.11, 0.3, -0.05, 0.02
0.11, 0.3, -0.05, -0.11
0.12, 0.28, -0.05, -0.03
0.13, 0.26, -0.05, 0.05
0.13, 0.26, -0.05, -0.05
0.14, 0.25, -0.05, -0.01
0.14, 0.22, -0.05, 0.07
0.15, 0.19, -0.05, 0.13
0.15, 0.19, -0.05, 0.08
0.16, 0.17, -0.04, 0.13
0.16, 0.16, -0.04, 0.22
0.16, 0.15, -0.04, 0.2
0.17, 0.16, -0.04, 0.05
0.17, 0.16, -0.04, -0.13
0.18, 0.16, -0.04, -0.13
0.18, 0.18, -0.05, -0.33
0.19, 0.2, -0.07, -0.69
0.19, 0.22, -0.1, -1.02
0.19, 0.14, -0.12, -0.59
0.19, 0.01, -0.1, 0.31
0.19, 0.03, -0.1, -0.01
0.19, 0, -0.1, -0.1
0.19, -0.06, -0.09, 0.28
0.19, -0.11, -0.08, 0.41
0.19, -0.12, -0.08, 0.3
0.18, -0.13, -0.07, 0.33
0.18, -0.17, -0.06, 0.32
0.17, -0.18, -0.05, 0.29
0.17, -0.2, -0.04, 0.4
0.16, -0.2, -0.03, 0.37
0.16, -0.22, -0.03, 0.31
0.15, -0.22, -0.02, 0.42
0.15, -0.23, -0.01, 0.43
0.14, -0.21, 0, 0.28
0.14, -0.22, 0.01, 0.32
0.13, -0.21, 0.01, 0.25
0.13, -0.2, 0.02, 0.11
0.12, -0.2, 0.02, 0.18
0.12, -0.19, 0.02, 0.11
