0.013, 0.14
0.025, 0.36
0.037, 0.45
0.049, 0.54
0.062, 0.61
0.074, 0.71
0.086, 0.71
0.098, 0.7
0.111, 0.74
0.123, 0.78
0.135, 0.76
0.147, 0.79
0.159, 0.79
0.171, 0.8
0.183, 0.79
0.195, 0.82
0.207, 0.81
0.219, 0.81
0.231, 0.8
0.243, 0.82
0.255, 0.83
0.267, 0.81
0.279, 0.81
0.291, 0.83
0.303, 0.83
0.315, 0.83
0.327, 0.82
0.339, 0.82
0.351, 0.84
0.363, 0.83
0.375, 0.85
0.387, 0.84
0.399, 0.85
0.411, 0.83
0.423, 0.83
0.435, 0.84
0.447, 0.83
0.459, 0.85
0.471, 0.83
0.483, 0.83
0.495, 0.84
0.507, 0.84
0.519, 0.83
0.531, 0.83
0.543, 0.83
0.555, 0.84
0.568, 0.82
0.579, 0.84
0.592, 0.82
0.603, 0.82
0.616, 0.83
0.628, 0.83
0.64, 0.84
0.652, 0.83
