0.013, 0.0
0.025, -0.05
0.037, -0.13
0.049, -0.16
0.062, -0.16
0.074, -0.2
0.086, -0.2
0.098, -0.2
0.111, -0.2
0.123, -0.21
0.135, -0.19
0.147, -0.19
0.159, -0.15
0.171, -0.15
0.183, -0.16
0.195, -0.16
0.207, -0.16
0.219, -0.16
0.231, -0.17
0.243, -0.17
0.255, -0.19
0.267, -0.17
0.279, -0.17
0.291, -0.18
0.303, -0.18
0.315, -0.2
0.327, -0.2
0.339, -0.21
0.351, -0.19
0.363, -0.19
0.375, -0.17
0.387, -0.15
0.399, -0.16
0.411, -0.16
0.423, -0.17
0.435, -0.18
0.447, -0.18
0.46, -0.17
0.472, -0.2
0.484, -0.19
0.496, -0.19
0.508, -0.19
0.52, -0.19
0.532, -0.2
0.544, -0.22
0.556, -0.18
0.568, -0.21
0.58, -0.18
0.592, -0.18
0.604, -0.18
0.616, -0.17
0.628, -0.17
0.64, -0.17
0.652, -0.16
0.664, -0.17
0.676, -0.18
0.688, -0.18
0.7, -0.19
0.712, -0.19
0.724, -0.19
0.736, -0.19
0.748, -0.21
0.76, -0.2
0.772, -0.19
0.785, -0.21
0.797, -0.2
0.809, -0.19
0.821, -0.19
0.833, -0.18
0.845, -0.18
0.857, -0.19
0.869, -0.19
0.881, -0.19
0.893, -0.19
0.905, -0.21
0.917, -0.18
0.929, -0.18
0.941, -0.2
0.953, -0.2
0.965, -0.22
0.977, -0.2
0.989, -0.21
1.001, -0.2
1.013, -0.18
1.025, -0.18
1.037, -0.18
1.049, -0.17
1.061, -0.17
1.073, -0.19
1.085, -0.19
1.096, -0.18
1.108, -0.2
1.12, -0.2
1.132, -0.19
1.144, -0.18
1.156, -0.21
1.168, -0.22
1.179, -0.21
1.191, -0.22
1.203, -0.22
1.215, -0.2
1.227, -0.2
1.239, -0.17
1.251, -0.18
1.263, -0.18
1.275, -0.18
1.286, -0.18
1.298, -0.18
1.31, -0.18
1.322, -0.19
1.334, -0.19
1.346, -0.18
1.357, -0.18
1.369, -0.2
1.381, -0.21
1.393, -0.2
1.405, -0.21
1.417, -0.21
1.429, -0.19
1.441, -0.19
1.452, -0.18
1.464, -0.19
1.476, -0.2
1.488, -0.18
1.5, -0.2
1.512, -0.19
1.524, -0.22
1.536, -0.22
1.548, -0.2
1.559, -0.2
1.571, -0.23
1.583, -0.23
1.595, -0.21
1.607, -0.21
1.619, -0.22
1.63, -0.22
1.642, -0.18
1.654, -0.18
1.666, -0.19
1.678, -0.19
1.69, -0.18
1.702, -0.18
1.714, -0.21
1.725, -0.21
1.737, -0.2
1.749, -0.2
1.761, -0.21
1.773, -0.21
1.785, -0.22
1.797, -0.2
1.808, -0.22
1.82, -0.21
1.832, -0.19
1.844, -0.18
1.856, -0.19
1.868, -0.2
1.88, -0.18
1.892, -0.2
1.903, -0.2
1.915, -0.22
1.927, -0.22
1.939, -0.21
1.951, -0.21
1.963, -0.2
1.975, -0.2
1.987, -0.21
1.999, -0.22
2.01, -0.22
2.022, -0.2
2.034, -0.2
2.046, -0.2
2.058, -0.18
2.07, -0.2
2.081, -0.2
2.093, -0.21
2.105, -0.21
2.117, -0.21
2.129, -0.21
2.141, -0.22
2.153, -0.21
2.165, -0.24
2.176, -0.22
2.188, -0.23
2.2, -0.22
2.212, -0.19
2.224, -0.19
2.236, -0.18
2.248, -0.18
2.26, -0.21
2.271, -0.21
2.283, -0.2
2.295, -0.2
2.307, -0.22
2.319, -0.22
2.331, -0.2
2.343, -0.2
2.354, -0.2
2.366, -0.2
2.378, -0.2
2.39, -0.2
2.402, -0.21
2.414, -0.21
2.426, -0.19
2.437, -0.19
2.449, -0.19
2.461, -0.19
2.473, -0.2
2.485, -0.2
2.497, -0.2
2.508, -0.2
2.52, -0.2
2.532, -0.2
2.544, -0.2
2.556, -0.22
2.568, -0.2
2.58, -0.2
2.592, -0.24
2.603, -0.22
