0.013, 0.0
0.025, -0.14
0.037, -0.53
0.049, -0.61
0.062, -0.63
0.074, -0.67
0.086, -0.71
0.099, -0.74
0.111, -0.82
0.123, -0.82
0.135, -0.78
0.147, -0.79
0.159, -0.81
0.171, -0.78
0.183, -0.78
0.195, -0.81
0.208, -0.8
0.22, -0.8
0.232, -0.8
0.244, -0.8
0.256, -0.81
0.268, -0.8
0.28, -0.79
0.292, -0.8
0.304, -0.8
0.316, -0.82
0.328, -0.79
0.34, -0.82
0.352, -0.81
0.365, -0.81
0.377, -0.81
0.389, -0.81
0.401, -0.83
0.413, -0.87
0.425, -0.87
0.437, -0.82
0.449, -0.82
0.461, -0.83
0.473, -0.81
0.485, -0.81
0.498, -0.84
0.51, -0.81
0.522, -0.81
0.534, -0.83
0.546, -0.83
0.558, -0.81
0.57, -0.8
0.582, -0.83
0.594, -0.82
0.606, -0.82
0.618, -0.82
0.63, -0.82
0.642, -0.83
0.655, -0.82
