0.013, 0.0
0.025, -0.06
0.037, -0.37
0.05, -0.47
0.062, -0.51
0.074, -0.63
0.087, -0.63
0.099, -0.63
0.111, -0.68
0.123, -0.7
0.135, -0.7
0.147, -0.73
0.159, -0.72
0.171, -0.73
0.183, -0.74
0.196, -0.74
0.208, -0.75
0.22, -0.76
0.232, -0.75
0.244, -0.74
0.256, -0.75
0.268, -0.75
0.28, -0.76
0.292, -0.76
0.304, -0.75
0.317, -0.78
0.329, -0.78
0.341, -0.77
0.353, -0.75
0.365, -0.77
0.377, -0.76
0.389, -0.76
0.401, -0.74
0.413, -0.76
0.425, -0.78
0.437, -0.76
0.449, -0.76
0.462, -0.75
0.474, -0.77
0.486, -0.77
0.498, -0.76
0.51, -0.76
0.522, -0.77
0.534, -0.77
0.546, -0.78
0.558, -0.81
0.57, -0.81
0.582, -0.78
0.594, -0.77
0.606, -0.77
0.619, -0.77
0.631, -0.77
0.643, -0.77
0.655, -0.78
0.667, -0.76
0.679, -0.78
0.691, -0.78
0.703, -0.77
0.715, -0.75
