0.013, 0.04
0.025, 0.2
0.037, 0.3
0.05, 0.35
0.062, 0.38
0.074, 0.44
0.086, 0.44
0.098, 0.44
0.111, 0.47
0.123, 0.47
0.135, 0.51
0.147, 0.49
0.159, 0.53
0.171, 0.52
0.183, 0.52
0.195, 0.53
0.207, 0.52
0.219, 0.54
0.231, 0.53
0.243, 0.53
0.255, 0.53
0.267, 0.53
0.279, 0.52
0.291, 0.53
0.303, 0.54
0.315, 0.52
0.327, 0.52
0.339, 0.54
0.351, 0.52
0.363, 0.54
0.375, 0.53
0.387, 0.54
0.399, 0.53
0.411, 0.53
0.423, 0.52
0.435, 0.53
0.447, 0.54
0.459, 0.54
0.471, 0.55
0.483, 0.53
0.495, 0.53
0.507, 0.55
0.519, 0.54
0.531, 0.55
0.543, 0.52
0.555, 0.55
0.567, 0.55
0.579, 0.55
0.591, 0.55
0.603, 0.58
0.615, 0.49
0.627, 0.55
0.639, 0.55
0.651, 0.52
0.663, 0.52
0.675, 0.5
0.687, 0.57
0.699, 0.5
0.711, 0.58
0.723, 0.58
0.735, 0.55
0.747, 0.52
0.759, 0.53
0.771, 0.54
0.783, 0.52
0.795, 0.51
0.807, 0.51
0.819, 0.53
0.831, 0.53
0.843, 0.53
0.855, 0.53
0.867, 0.53
0.879, 0.52
0.891, 0.52
0.903, 0.55
0.915, 0.51
0.927, 0.54
0.939, 0.53
0.951, 0.52
0.963, 0.55
0.975, 0.55
0.987, 0.53
0.999, 0.55
